order_id,customer_unique_id,customer_state,payment_type,payment_installments,product_category,total_order_value,total_price,total_freight,delivery_delta,delivery_speed_days,is_late,predicted_low_probability,predicted_high_probability,predicted_risk_band,segment,segment_label,delay_days,risk_pct,value_tier,recommended_coupon_pct,campaign_reason,apology_style
95eba7f91699dbaf0acd3ab3f70785c1,1c86c5db4ce0addbc955d9c10c2cb053,GO,credit_card,5.0,furniture_decor,293.95,250.0,43.95,-28.0,46.0,1,0.9705405,0.029459463,high,1,late-delivery risk | satisfaction risk,28,97.1,high,25,late_delivery_high_risk,white_glove
27167c20a18a136683606cb93c0168a9,7ce9303c449965d4aaae8ade37ed7c15,DF,credit_card,1.0,health_beauty,236.56,180.16,56.4,-37.0,60.0,1,0.9704148,0.029585171,high,1,late-delivery risk | satisfaction risk,37,97.0,high,25,late_delivery_high_risk,white_glove
50aee6309ac7a0d4fd5c78ac0d4e5404,a73031fcd093e2e6f46dc11bb2760832,GO,boleto,1.0,computers_accessories,277.48,238.0,39.48,-30.0,55.0,1,0.97020066,0.029799344,high,1,late-delivery risk | satisfaction risk,30,97.0,high,25,late_delivery_high_risk,white_glove
f221e96b7de74d489ab306e560fb83a1,b942af5991f733c0fee381817423fe80,RJ,credit_card,11.0,auto,606.11,559.99,46.12,-27.0,50.0,1,0.96903616,0.030963846,high,1,late-delivery risk | satisfaction risk,27,96.9,high,25,late_delivery_high_risk,white_glove
790512cc033ced5f8fe1f9158eb8f2fe,89a9eed110ce632160e5b1a47ebe4a80,RJ,credit_card,4.0,housewares,504.34999999999997,379.9,124.45,-33.0,51.0,1,0.96870494,0.031295035,high,1,late-delivery risk | satisfaction risk,33,96.9,high,25,late_delivery_high_risk,white_glove
a0bba9f8b36a29b7ee6af6df702b309d,f62da42a910ca0b93978f002ee5d0aef,SP,credit_card,2.0,health_beauty,387.8,370.0,17.8,-28.0,56.0,1,0.9669807,0.033019274,high,1,late-delivery risk | satisfaction risk,28,96.7,high,25,late_delivery_high_risk,white_glove
0afcd5d6405dd1fbe9554f4ffa99d2b8,d763fa89191d92874f9099e028e0830d,RJ,credit_card,4.0,sports_leisure,202.76,181.0,21.76,-29.0,51.0,1,0.96652573,0.03347424,high,1,late-delivery risk | satisfaction risk,29,96.7,high,25,late_delivery_high_risk,white_glove
b73bbac6285251dbf2dd01842e0ce0de,03fe4b83d144beca992a5e3cffbdb5e6,RJ,credit_card,5.0,air_conditioning,1642.54,1554.0,88.54,-34.0,47.0,1,0.9654896,0.034510374,high,1,late-delivery risk | satisfaction risk,34,96.5,high,25,late_delivery_high_risk,white_glove
2b24fab07cfb3ca5b34f71a8b9934fde,dcac756935b519b5e264b4f496c1b9c9,RJ,boleto,1.0,toys,106.78,89.9,16.88,-30.0,55.0,1,0.96488094,0.03511904,high,1,late-delivery risk | satisfaction risk,30,96.5,medium,15,late_delivery_high_risk,standard
cc7a01248e3779979631ce8dea5c8292,689c86311ffef9f2c5c525cad2717e53,RJ,boleto,1.0,baby,107.10000000000001,89.9,17.2,-29.0,50.0,1,0.96459126,0.035408717,high,1,late-delivery risk | satisfaction risk,29,96.5,medium,15,late_delivery_high_risk,standard
a8b287712f97be514752ebf62271b2a2,6a3a1de50e1fc7374c2156d4c022f849,RJ,credit_card,4.0,watches_gifts,276.57,260.0,16.57,-32.0,55.0,1,0.96457,0.03543003,high,1,late-delivery risk | satisfaction risk,32,96.5,high,25,late_delivery_high_risk,white_glove
185bb8598892fb8715f771ea136623d1,fe71393e06baa2636d75e3bd65c10e0a,RJ,credit_card,5.0,toys,216.05,199.9,16.15,-30.0,57.0,1,0.9633903,0.036609735,high,1,late-delivery risk | satisfaction risk,30,96.3,high,25,late_delivery_high_risk,white_glove
3224f9000ebffb83e1c48590824ba567,a76c949d0d11b71d6ed4a7a8464e101f,RJ,boleto,1.0,furniture_decor,301.34999999999997,279.9,21.45,-28.0,46.0,1,0.96328086,0.03671912,high,1,late-delivery risk | satisfaction risk,28,96.3,high,25,late_delivery_high_risk,white_glove
faa3c806c150cf6f037882a8c4db259d,a62ee3bbe61f8bc8083a70b964f34ab3,DF,credit_card,4.0,watches_gifts,191.68,170.0,21.68,-31.0,55.0,1,0.96324223,0.036757782,high,1,late-delivery risk | satisfaction risk,31,96.3,high,25,late_delivery_high_risk,white_glove
c7c6ca7db4f3b52d2fd70aeeb13d8e69,b4d0e21689a0644377677a22c8904e19,PB,credit_card,3.0,sports_leisure,218.72,159.99,58.73,-28.0,63.0,1,0.9632309,0.03676911,high,1,late-delivery risk | satisfaction risk,28,96.3,high,25,late_delivery_high_risk,white_glove
f407e662a10a7864e42c33fdc559ff0a,002aba8c1af80acacef6e011f9f23262,RJ,credit_card,3.0,construction_tools_construction,217.74,199.9,17.84,-30.0,58.0,1,0.9632097,0.03679031,high,1,late-delivery risk | satisfaction risk,30,96.3,high,25,late_delivery_high_risk,white_glove
4180b8cf37c71c6a654dcf1623a5ca54,8624da1d7a77cfd5970373c0a7ead3c8,RJ,credit_card,1.0,computers_accessories,190.37,149.99,40.38,-18.0,45.0,1,0.9632053,0.036794703,high,1,late-delivery risk | satisfaction risk,18,96.3,high,25,late_delivery_high_risk,white_glove
67b5c82e01dc9ea4d82fbd3d51e41bae,50a4d93c1a7e41dbc70d422195ac75b3,SP,credit_card,4.0,office_furniture,227.61,192.99,34.62,-27.0,65.0,1,0.9625429,0.037457086,high,1,late-delivery risk | satisfaction risk,27,96.3,high,25,late_delivery_high_risk,white_glove
a72fc5669df669ab2c501cd323698fac,a7dde49a1e77e409fae17b945a82e2b6,RR,credit_card,6.0,bed_bath_table,116.92000000000002,69.9,47.02,-30.0,73.0,1,0.96238136,0.03761864,high,1,late-delivery risk | satisfaction risk,30,96.2,medium,15,late_delivery_high_risk,standard
d31bf98bc1f5a409da2c22085a8a7140,eb3140d8a174e19e3c9efe4e393bed1f,RJ,credit_card,1.0,sports_leisure,47.6,30.0,17.6,-34.0,55.0,1,0.9620833,0.03791671,high,1,late-delivery risk | satisfaction risk,34,96.2,budget,10,late_delivery_high_risk,standard
d22e18fae4fa9ff5b0e28b9685e84365,86b8048b2961a740e5ed773994af6834,ES,credit_card,1.0,furniture_decor,272.82,226.77,46.05,-20.0,44.0,1,0.9619553,0.0380447,high,1,late-delivery risk | satisfaction risk,20,96.2,high,25,late_delivery_high_risk,white_glove
3b0e5a99d50a2371dc4f0dfbaf0a2a76,10039eb24369710f43ec8666feb6b5ad,MS,credit_card,3.0,sports_leisure,256.45,230.0,26.45,-30.0,53.0,1,0.9618791,0.038120937,high,1,late-delivery risk | satisfaction risk,30,96.2,high,25,late_delivery_high_risk,white_glove
4f1eeea688bd0014cf7f81a1f23bb8c4,91d2d5377798c51693f0ff9e3fabc3fa,RJ,credit_card,2.0,sports_leisure,366.65,339.0,27.65,-32.0,59.0,1,0.9617765,0.038223527,high,1,late-delivery risk | satisfaction risk,32,96.2,high,25,late_delivery_high_risk,white_glove
4c3302743a4cdbc7c65bb027ea156c35,2727b4b233d091c1a5e1ab6c8a261eab,ES,credit_card,2.0,furniture_decor,187.8,135.0,52.800000000000004,-24.0,43.0,1,0.9615405,0.038459506,high,1,late-delivery risk | satisfaction risk,24,96.2,high,25,late_delivery_high_risk,white_glove
89cbe85970695c78a58dd5f1d0e0fd35,69e27423d164d49d94d6be3f2d798320,RJ,credit_card,1.0,computers_accessories,190.37,149.99,40.38,-17.0,48.0,1,0.9614629,0.038537085,high,1,late-delivery risk | satisfaction risk,17,96.1,high,25,late_delivery_high_risk,white_glove
0db053a048333680c09114ac4f231a79,0aa1a77f5508e70a597bac267939aa02,RJ,credit_card,1.0,construction_tools_construction,117.04,99.9,17.14,-27.0,51.0,1,0.96095765,0.03904237,high,1,late-delivery risk | satisfaction risk,27,96.1,medium,15,late_delivery_high_risk,standard
eea6beb3e8f3a7eafaf03ea844ae6021,b28cf1534409ed866f62e2c39b470a98,GO,boleto,1.0,health_beauty,367.2,349.65,17.55,-36.0,57.0,1,0.96094894,0.039051063,high,1,late-delivery risk | satisfaction risk,36,96.1,high,25,late_delivery_high_risk,white_glove
fb60bfb1c80eb02d4fc8efef7f25f87a,282ebddb3e85120b1652204758fc332b,CE,credit_card,1.0,health_beauty,191.13,139.65,51.48,-14.0,38.0,1,0.9608388,0.03916119,high,1,late-delivery risk | satisfaction risk,14,96.1,high,25,late_delivery_high_risk,white_glove
4b6aa78846ad555241cc92ee58c815c6,2f3d09b69266cbab293052a3f0701f61,RJ,boleto,1.0,bed_bath_table,101.84,84.0,17.84,-27.0,50.0,1,0.96080816,0.039191864,high,1,late-delivery risk | satisfaction risk,27,96.1,medium,15,late_delivery_high_risk,standard
a024d7476a847e0453984eecb8be6076,0f471888397d821f0110b58b1e693eec,MG,boleto,1.0,bed_bath_table,200.32999999999998,149.0,51.33,-18.0,43.0,1,0.96080244,0.03919755,high,1,late-delivery risk | satisfaction risk,18,96.1,high,25,late_delivery_high_risk,white_glove
db72d4b9dccc8768cb8691e888ae7f5f,9ee103207bfa27a878d9ab990488b759,CE,credit_card,5.0,christmas_supplies,119.45,79.9,39.55,-36.0,71.0,1,0.96075195,0.03924804,high,1,late-delivery risk | satisfaction risk,36,96.1,medium,15,late_delivery_high_risk,standard
6a13517381ec12deba06f6a117428702,355deee75255c6f085f98c93ffab7723,MG,credit_card,4.0,sports_leisure,191.58,169.9,21.68,-28.0,54.0,1,0.96072584,0.039274156,high,1,late-delivery risk | satisfaction risk,28,96.1,high,25,late_delivery_high_risk,white_glove
fd1ddfeca967b94315642dfe5c7545f7,6e7401fbbbfb9bef564d4272208c5d87,RJ,credit_card,6.0,garden_tools,225.71,179.99,45.72,-20.0,47.0,1,0.9606585,0.03934152,high,1,late-delivery risk | satisfaction risk,20,96.1,high,25,late_delivery_high_risk,white_glove
203acfb176ad05fd52bc951bd747ad91,2c2eedf8f38124dae76acd92b1a6d20f,SC,credit_card,1.0,construction_tools_safety,92.19,76.9,15.29,-34.0,56.0,1,0.9605813,0.039418697,high,1,late-delivery risk | satisfaction risk,34,96.1,medium,15,late_delivery_high_risk,standard
4c3cc41d9fad33476cbf842592458f36,c799727ab087d9615d3c7fcf0014ea1f,MA,credit_card,5.0,health_beauty,184.85,150.0,34.85,-28.0,53.0,1,0.96045655,0.03954345,high,1,late-delivery risk | satisfaction risk,28,96.0,high,25,late_delivery_high_risk,white_glove
cf082b2bb0204ce0ba54ba584cbd3fd4,0928131432790cc4aa4cfbd0a526c158,MG,credit_card,5.0,bed_bath_table,187.39000000000001,139.8,47.59,-21.0,45.0,1,0.9604166,0.03958336,high,1,late-delivery risk | satisfaction risk,21,96.0,high,25,late_delivery_high_risk,white_glove
0f57c7a28afbca568ab72eb6be1dfb81,5870c4e1e8e03302e250f15c8b824305,MA,credit_card,2.0,watches_gifts,67.85,45.0,22.85,-27.0,47.0,1,0.96039873,0.039601263,high,1,late-delivery risk | satisfaction risk,27,96.0,budget,10,late_delivery_high_risk,standard
cbec497198427d28e8c84e2ccaffb6e3,d4e6e96efe843f32f662a70f7807162c,RJ,credit_card,4.0,auto,223.26,199.0,24.26,-29.0,54.0,1,0.9602546,0.039745394,high,1,late-delivery risk | satisfaction risk,29,96.0,high,25,late_delivery_high_risk,white_glove
b74e2b985df55c2df5b2be2d9c1f68b4,9b3b3eaa63df7cc2909934af6d2034ba,RJ,boleto,1.0,health_beauty,106.38,89.99,16.39,-28.0,48.0,1,0.9601802,0.039819755,high,1,late-delivery risk | satisfaction risk,28,96.0,medium,15,late_delivery_high_risk,standard
3cf732ae03a74a50fc69cbfe6cb978fc,d9c332de2cc5563602b8fc3de137bf47,RJ,credit_card,1.0,computers_accessories,89.84,72.89,16.95,-36.0,58.0,1,0.95994747,0.040052556,high,1,late-delivery risk | satisfaction risk,36,96.0,medium,15,late_delivery_high_risk,standard
4185621f3aaf889fde42176d1f902b20,1d7762ea2b16037b70804841d539021e,SP,credit_card,2.0,sports_leisure,57.86,12.0,45.86,-9.0,29.0,1,0.959803,0.040197045,high,1,late-delivery risk | satisfaction risk,9,96.0,budget,10,late_delivery_high_risk,standard
40c6a2db0ce06b7ed796a48b20206c92,27b521a055cd1e37cc5ceded75d02472,SC,credit_card,4.0,bed_bath_table,283.05,229.70000000000002,53.35,-25.0,48.0,1,0.95979697,0.040203035,high,1,late-delivery risk | satisfaction risk,25,96.0,high,25,late_delivery_high_risk,white_glove
71e297393a1e63537a76e338c10dbff8,5c0d36b814ba46a828f786a2872970a9,RJ,credit_card,1.0,computers_accessories,91.17,74.89,16.28,-29.0,46.0,1,0.9597414,0.04025857,high,1,late-delivery risk | satisfaction risk,29,96.0,medium,15,late_delivery_high_risk,standard
60a30f7ea15c14582856b8ae771be976,b5294575700727d9702ed9c3edebca45,PE,credit_card,6.0,health_beauty,384.23,359.0,25.23,-31.0,55.0,1,0.9596658,0.040334232,high,1,late-delivery risk | satisfaction risk,31,96.0,high,25,late_delivery_high_risk,white_glove
e84484718ecfbc4f6c98105b691b2bd8,e5b74085b722886353e1bd8aa56f33c0,SP,boleto,1.0,cool_stuff,198.07999999999998,158.0,40.08,-15.0,39.0,1,0.9595599,0.04044011,high,1,late-delivery risk | satisfaction risk,15,96.0,high,25,late_delivery_high_risk,white_glove
fb46ec58122be3837cc47f9d175de2bf,a0bd90735990f3eecd62e6f68aec204d,RS,credit_card,2.0,auto,75.25,57.6,17.65,-28.0,55.0,1,0.9594941,0.040505867,high,1,late-delivery risk | satisfaction risk,28,95.9,budget,10,late_delivery_high_risk,standard
df65602000ffdf593af0979d8c8a8544,6d0d4fc6d3394afe566b5672bd7d4863,CE,credit_card,4.0,watches_gifts,393.24,324.0,69.24,-31.0,56.0,1,0.95944947,0.04055053,high,1,late-delivery risk | satisfaction risk,31,95.9,high,25,late_delivery_high_risk,white_glove
afc652a59f20b96fbf7c8e5bb1a6c1f1,a9ed06e13fc37cc915f5ecb904fbe34d,MS,credit_card,1.0,stationery,77.18,62.0,15.18,-28.0,51.0,1,0.9593654,0.040634573,high,1,late-delivery risk | satisfaction risk,28,95.9,budget,10,late_delivery_high_risk,standard
7b9969738a7e690d13867eedd1fef01a,4dc9867052507ed64279ae90d1946da2,SC,credit_card,4.0,computers_accessories,287.65,270.0,17.65,-30.0,77.0,1,0.9593457,0.04065431,high,1,late-delivery risk | satisfaction risk,30,95.9,high,25,late_delivery_high_risk,white_glove
0a8b6e2cf83e2543f6b756e3a6d16eb5,93c6af03fa409a28e083e2a5cbfa8204,AL,credit_card,1.0,sports_leisure,80.75,29.9,50.85,-21.0,48.0,1,0.9593245,0.040675506,high,1,late-delivery risk | satisfaction risk,21,95.9,budget,10,late_delivery_high_risk,standard
7a53fed7f9006ef9325efa365e6a1992,95df81c7a10fd30caa61bcd7d0ea4e4d,MT,credit_card,1.0,pet_shop,446.2,299.9,146.3,-28.0,60.0,1,0.95918834,0.040811628,high,1,late-delivery risk | satisfaction risk,28,95.9,high,25,late_delivery_high_risk,white_glove
6bf14ce96e0c6026fe21f80a498bb446,d6fb818d72390f4d7bedef226f3e954c,RJ,credit_card,7.0,auto,600.43,559.0,41.43,-29.0,61.0,1,0.9591073,0.040892743,high,1,late-delivery risk | satisfaction risk,29,95.9,high,25,late_delivery_high_risk,white_glove
466e5cddccc661ae332697cc83dcafb1,0785cbda0cc5bdbc16c0149b2c7501d8,RJ,credit_card,2.0,health_beauty,54.92,31.99,22.93,-32.0,56.0,1,0.9590911,0.040908877,high,1,late-delivery risk | satisfaction risk,32,95.9,budget,10,late_delivery_high_risk,standard
8b4fc455b9a8cc1559dca8dd2d392ddd,f341780a74adb200c79df0cb43c23311,RJ,credit_card,5.0,toys,278.15999999999997,259.9,18.26,-32.0,57.0,1,0.95896566,0.04103432,high,1,late-delivery risk | satisfaction risk,32,95.9,high,25,late_delivery_high_risk,white_glove
df125b2cdede89b0ff68ccfb07682470,2fbc646e38b6378316da988e40822900,SP,credit_card,1.0,construction_tools_construction,83.25,58.0,25.25,-28.0,54.0,1,0.9587994,0.041200567,high,1,late-delivery risk | satisfaction risk,28,95.9,medium,15,late_delivery_high_risk,standard
83359e7a49758eeed73d55e437b87341,860251114960c25499acca49949b1f12,RJ,boleto,1.0,industry_commerce_and_business,96.37,75.0,21.37,-35.0,53.0,1,0.9584109,0.04158907,high,1,late-delivery risk | satisfaction risk,35,95.8,medium,15,late_delivery_high_risk,standard
dad7fd1c4434137c836f09ae15ec86a4,8b6c9af5ae36593f4a83dfe44030b4a3,GO,credit_card,3.0,computers_accessories,185.05,139.99,45.06,-13.0,36.0,1,0.95830506,0.04169492,high,1,late-delivery risk | satisfaction risk,13,95.8,high,25,late_delivery_high_risk,white_glove
95ec4886946c5ae0d453e95648834ac6,bd14890cfa8a47934394dedbc1a5f81c,RJ,credit_card,3.0,stationery,207.57,189.0,18.57,-31.0,59.0,1,0.95827055,0.04172944,high,1,late-delivery risk | satisfaction risk,31,95.8,high,25,late_delivery_high_risk,white_glove
ec149fdcafd89d783f2942078e182e1e,ff0d89b5aa8cbd766e14456e2bd869c7,RJ,voucher,1.0,sports_leisure,138.72,120.0,18.72,-28.0,48.0,1,0.95826054,0.04173949,high,1,late-delivery risk | satisfaction risk,28,95.8,medium,15,late_delivery_high_risk,standard
2591fdd6cc7718bac11436b57abd8163,747a3bde8936cc5b862993e65c1b5a48,RJ,credit_card,2.0,garden_tools,135.0,99.8,35.2,-32.0,53.0,1,0.95816195,0.041838035,high,1,late-delivery risk | satisfaction risk,32,95.8,medium,15,late_delivery_high_risk,standard
f8fe2e394d3641489e6a2ca1cc40651e,1c8c2e37ecc2ddc12198fa9fe1e9edf5,RJ,credit_card,1.0,garden_tools,76.86,53.9,22.96,-28.0,61.0,1,0.9578734,0.042126596,high,1,late-delivery risk | satisfaction risk,28,95.8,budget,10,late_delivery_high_risk,standard
7ee39ad7cefae28934df87c631928f88,ebf606106fe1b021d4d0c528e210870c,MT,credit_card,2.0,sports_leisure,113.39,87.5,25.89,-34.0,62.0,1,0.95766133,0.042338647,high,1,late-delivery risk | satisfaction risk,34,95.8,medium,15,late_delivery_high_risk,standard
60064a8ef6cf5a49ed3b7edbc7fd9eb6,9bb13cd220fc3783d69a3d28accf2004,PA,credit_card,1.0,computers_accessories,67.53,41.9,25.63,-30.0,60.0,1,0.9575865,0.042413443,high,1,late-delivery risk | satisfaction risk,30,95.8,budget,10,late_delivery_high_risk,standard
a21f94aa35415aa7bd905a21f468e688,acbbba8520bce737e73400b719566380,MA,credit_card,3.0,furniture_living_room,190.54000000000002,139.9,50.64,-13.0,49.0,1,0.9575679,0.042432126,high,1,late-delivery risk | satisfaction risk,13,95.8,high,25,late_delivery_high_risk,white_glove
03b936f126145f2bb36600400aedb13a,89d6eadf848c5a7a841cac7886cba3f3,GO,credit_card,1.0,furniture_decor,26.09,10.99,15.1,-11.0,34.0,1,0.95753133,0.042468682,high,1,late-delivery risk | satisfaction risk,11,95.8,budget,10,late_delivery_high_risk,standard
f24bbebc2c8ba687b65f1be751dd8982,c52d06680b82af13464722a1abe3634a,RJ,credit_card,1.0,computers_accessories,45.0,29.9,15.1,-37.0,57.0,1,0.9575159,0.04248408,high,1,late-delivery risk | satisfaction risk,37,95.8,budget,10,late_delivery_high_risk,standard
ad4098a257676ea4d394fb3bbbf36ca3,47a0a92a1b4d507faa45c6d4910e9d2d,RJ,credit_card,2.0,small_appliances,68.49,48.9,19.59,-28.0,51.0,1,0.95746875,0.042531278,high,1,late-delivery risk | satisfaction risk,28,95.7,budget,10,late_delivery_high_risk,standard
a75aad2fd41164a516a1257b45670f4d,b542d757aec5c7268e34ded4b1fdc03c,RJ,boleto,1.0,bed_bath_table,91.18,74.9,16.28,-32.0,52.0,1,0.9574064,0.042593613,high,1,late-delivery risk | satisfaction risk,32,95.7,medium,15,late_delivery_high_risk,standard
0e5d9583490deb1e011b1c8e7da13398,463093247faa080167d77f2e6d1b297d,SP,credit_card,4.0,baby,328.17,299.99,28.18,-29.0,48.0,1,0.95725226,0.04274775,high,1,late-delivery risk | satisfaction risk,29,95.7,high,25,late_delivery_high_risk,white_glove
3fbd798d7e8c262456edce32abaee496,7331d360e97a82b65299db5272c3538f,RJ,credit_card,5.0,cool_stuff,190.48000000000002,166.99,23.49,-34.0,56.0,1,0.9572239,0.04277612,high,1,late-delivery risk | satisfaction risk,34,95.7,high,25,late_delivery_high_risk,white_glove
e84aab6af2a71fdd57e937740dc5a3dc,18ce13c736e4fc07bf3536157b4a1dab,MA,credit_card,5.0,baby,424.96999999999997,379.9,45.07,-14.0,43.0,1,0.9571596,0.042840395,high,1,late-delivery risk | satisfaction risk,14,95.7,high,25,late_delivery_high_risk,white_glove
379aabb5b4c4b1693fd094f3b328f991,b473afdb6e7c6895dad684e85768f63a,SE,credit_card,4.0,furniture_decor,415.0,370.0,45.0,-23.0,43.0,1,0.9570092,0.042990822,high,1,late-delivery risk | satisfaction risk,23,95.7,high,25,late_delivery_high_risk,white_glove
134383561b50fa8eca9c19b2c792d74c,47c9fb61463e03afda963dd4cdfb3040,RJ,credit_card,2.0,watches_gifts,160.76,145.0,15.76,-29.0,53.0,1,0.9569585,0.043041542,high,1,late-delivery risk | satisfaction risk,29,95.7,high,25,late_delivery_high_risk,white_glove
cff46468993417e62aaa9555e5b06195,8831da2a67b7007cd92faef855f9fb52,SP,credit_card,1.0,bed_bath_table,2055.84,1914.58,141.26,-11.0,29.0,1,0.9566834,0.043316577,high,1,late-delivery risk | satisfaction risk,11,95.7,high,25,late_delivery_high_risk,white_glove
8ff6ab5092f178654b69b95482c18556,902bf1f58c1a718f02d1703929d08fd2,MA,credit_card,4.0,bed_bath_table,143.01,99.9,43.11,-36.0,65.0,1,0.95667183,0.043328162,high,1,late-delivery risk | satisfaction risk,36,95.7,medium,15,late_delivery_high_risk,standard
443038d9ed6b74bc4f7bfa679ce81bf1,81186688888d70a6d2f65677fe4bdcab,RJ,credit_card,4.0,office_furniture,296.41,229.99,66.42,-33.0,72.0,1,0.9566662,0.043333814,high,1,late-delivery risk | satisfaction risk,33,95.7,high,25,late_delivery_high_risk,white_glove
fef33d02a77400304a29dc5bbfe6bc4b,8f9ae819f77c7927206bf265db9f1289,SP,credit_card,1.0,sports_leisure,80.2,65.0,15.2,-30.0,51.0,1,0.9565906,0.0434094,high,1,late-delivery risk | satisfaction risk,30,95.7,budget,10,late_delivery_high_risk,standard
1e50081a481cd77d211e822a33a0f359,e669d4a77d078eb9e1f0e2e0d8faf814,SC,credit_card,2.0,sports_leisure,225.29999999999998,178.2,47.1,-12.0,34.0,1,0.95656425,0.04343576,high,1,late-delivery risk | satisfaction risk,12,95.7,high,25,late_delivery_high_risk,white_glove
bdc6d13db4338777a27724c65a0248c6,6a2c39f27e5c40a4d2a0cd94aeb8c925,RJ,credit_card,1.0,electronics,168.18,135.9,32.28,-29.0,52.0,1,0.9564814,0.043518614,high,1,late-delivery risk | satisfaction risk,29,95.6,high,25,late_delivery_high_risk,white_glove
